"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
20,2,"poisson",1,"abund_lm_depth",198,64,0,0,0.0481927710843374,0.0833333333333333,0.230769230769231,0.142857142857143
20,2,"poisson",1,"abund_lm",198,64,0,0,0.072289156626506,0.166666666666667,0.307692307692308,0.142857142857143
20,2,"poisson",1,"occ_depth",262,0,0,0,0.0645161290322581,0.157894736842105,0.0588235294117647,0.222222222222222
20,2,"poisson",1,"occ_full",262,0,0,0,0.0829493087557604,0.157894736842105,0,0.222222222222222
20,2,"poisson",1,"occ_lmd",262,0,0,0,0.0875576036866359,0.157894736842105,0,0.222222222222222
20,2,"poisson",1,"occ_lmd_lN",262,0,0,0,0.0829493087557604,0.263157894736842,0.0588235294117647,0.222222222222222
20,2,"poisson",1,"occ_ztnb",198,64,0,0,0.072289156626506,0.166666666666667,0.153846153846154,0.142857142857143
20,2,"poisson",1,"occ_ztnb_lN",198,64,0,0,0.0843373493975904,0.25,0.0769230769230769,0
20,2,"poisson",1,"zip",250,12,0,0,0.0144230769230769,0.117647058823529,0,0.125
20,2,"poisson",1,"zinb",0,262,0,NA,NA,NA,NA,NA
50,2,"poisson",1,"naive",296,0,1,0,0.0956521739130435,0.208333333333333,0.227272727272727,0.6
50,2,"poisson",1,"depthcov",296,0,0,0,0.0434782608695652,0.0833333333333333,0.136363636363636,0.35
50,2,"poisson",1,"er_lm",296,0,0,0.159090909090909,0.0478260869565217,0.125,0.227272727272727,0.6
50,2,"poisson",1,"abund_ztnb_t",278,18,0,0.230769230769231,0.0691244239631336,0,0.523809523809524,0.5
50,2,"poisson",1,"abund_ztnb",281,15,0.111111111111111,0.2,0.0867579908675799,0,0.571428571428571,0.421052631578947
50,2,"poisson",1,"abund_lm_depth",281,15,0,0,0.0365296803652968,0,0.380952380952381,0.315789473684211
50,2,"poisson",1,"abund_lm",281,15,0,0.225,0.114155251141553,0.0909090909090909,0.571428571428571,0.631578947368421
50,2,"poisson",1,"occ_depth",296,0,0,0,0.0695652173913043,0.125,0.181818181818182,0.5
50,2,"poisson",1,"occ_full",296,0,0.5,0.0227272727272727,0.0869565217391304,0.125,0.227272727272727,0.45
50,2,"poisson",1,"occ_lmd",296,0,0.5,0.0227272727272727,0.0739130434782609,0.125,0.227272727272727,0.5
50,2,"poisson",1,"occ_lmd_lN",296,0,0,0.0227272727272727,0.0391304347826087,0.0833333333333333,0.136363636363636,0.35
50,2,"poisson",1,"occ_ztnb",281,15,1,0,0.0730593607305936,0.136363636363636,0.0476190476190476,0.368421052631579
50,2,"poisson",1,"occ_ztnb_lN",281,15,0,0.024390243902439,0.0410958904109589,0.181818181818182,0.142857142857143,0.315789473684211
50,2,"poisson",1,"zip",294,2,0,0,0.0614035087719298,0.125,0.0454545454545455,0.5
50,2,"poisson",1,"zinb",292,4,0,0,0.0132743362831858,0.0833333333333333,0,0.1
100,2,"poisson",1,"naive",300,0,0.347826086956522,0.306122448979592,0.121739130434783,0.642857142857143,0.238095238095238,0.523809523809524
100,2,"poisson",1,"depthcov",300,0,0,0.122448979591837,0.0782608695652174,0.464285714285714,0.285714285714286,0.333333333333333
100,2,"poisson",1,"er_lm",300,0,0.333333333333333,0.285714285714286,0.0434782608695652,0.571428571428571,0.523809523809524,0.523809523809524
100,2,"poisson",1,"abund_ztnb_t",295,5,0.206896551724138,0.560975609756098,0.092511013215859,0.148148148148148,0.571428571428571,0.7
100,2,"poisson",1,"abund_ztnb",296,4,0.233333333333333,0.560975609756098,0.0964912280701754,0.148148148148148,0.571428571428571,0.7
100,2,"poisson",1,"abund_lm_depth",296,4,0.0555555555555556,0.414634146341463,0.0657894736842105,0.0740740740740741,0.571428571428571,0.7
100,2,"poisson",1,"abund_lm",296,4,0.4,0.658536585365854,0.179824561403509,0.296296296296296,0.714285714285714,0.8
100,2,"poisson",1,"occ_depth",300,0,0.142857142857143,0.36734693877551,0.0565217391304348,0.642857142857143,0.333333333333333,0.619047619047619
100,2,"poisson",1,"occ_full",300,0,0.193548387096774,0.510204081632653,0.091304347826087,0.642857142857143,0.238095238095238,0.571428571428571
100,2,"poisson",1,"occ_lmd",300,0,0.193548387096774,0.510204081632653,0.0956521739130435,0.607142857142857,0.238095238095238,0.571428571428571
100,2,"poisson",1,"occ_lmd_lN",300,0,0,0.183673469387755,0.0869565217391304,0.607142857142857,0.238095238095238,0.476190476190476
100,2,"poisson",1,"occ_ztnb",296,4,0.181818181818182,0.382978723404255,0.0833333333333333,0.481481481481481,0.19047619047619,0.5
100,2,"poisson",1,"occ_ztnb_lN",296,4,0.25,0.127659574468085,0.0745614035087719,0.481481481481481,0.0952380952380952,0.5
100,2,"poisson",1,"zip",298,2,0.0909090909090909,0.212765957446809,0.0652173913043478,0.481481481481481,0.142857142857143,0.5
100,2,"poisson",1,"zinb",292,8,0,0.148936170212766,0.0133928571428571,0.222222222222222,0.0476190476190476,0.3
20,4,"poisson",1,"naive",273,0,0,0,0.0515021459227468,0.0833333333333333,0.111111111111111,0.1
20,4,"poisson",1,"depthcov",273,0,0,0,0.00429184549356223,0,0,0
20,4,"poisson",1,"er_lm",273,0,0,0,0.0600858369098712,0.0833333333333333,0.222222222222222,0.2
20,4,"poisson",1,"abund_ztnb_t",226,47,0,0,0.077720207253886,0,0.2,0
20,4,"poisson",1,"abund_ztnb",227,46,0,0,0.118556701030928,0,0.266666666666667,0
20,4,"poisson",1,"abund_lm_depth",227,46,0,0,0.0515463917525773,0.0909090909090909,0.2,0.285714285714286
20,4,"poisson",1,"abund_lm",227,46,0,0,0.0670103092783505,0.0909090909090909,0.133333333333333,0
20,4,"poisson",1,"occ_depth",273,0,0,0,0.0987124463519313,0,0.222222222222222,0.2
20,4,"poisson",1,"occ_full",273,0,0,0,0.11587982832618,0.0833333333333333,0.0555555555555556,0.1
20,4,"poisson",1,"occ_lmd",273,0,0,0,0.120171673819742,0.0833333333333333,0.111111111111111,0.1
20,4,"poisson",1,"occ_lmd_lN",273,0,0,0,0.0729613733905579,0.0833333333333333,0.222222222222222,0
20,4,"poisson",1,"occ_ztnb",227,46,0,0,0.077319587628866,0,0,0.285714285714286
20,4,"poisson",1,"occ_ztnb_lN",227,46,0,0,0.0618556701030928,0.0909090909090909,0.133333333333333,0.142857142857143
20,4,"poisson",1,"zip",261,12,0,0,0.0225225225225225,0,0,0
20,4,"poisson",1,"zinb",0,273,0,NA,NA,NA,NA,NA
50,4,"poisson",1,"naive",294,0,0.375,0.151515151515152,0.1440329218107,0.434782608695652,0.222222222222222,0.4
50,4,"poisson",1,"depthcov",294,0,0,0,0.0452674897119342,0.347826086956522,0,0.1
50,4,"poisson",1,"er_lm",294,0,0.6,0.0606060606060606,0.0534979423868313,0.347826086956522,0.333333333333333,0.3
50,4,"poisson",1,"abund_ztnb_t",282,12,0.2,0.296296296296296,0.0811965811965812,0.142857142857143,0.529411764705882,0.6
50,4,"poisson",1,"abund_ztnb",283,11,0.25,0.222222222222222,0.102127659574468,0.142857142857143,0.588235294117647,0.6
50,4,"poisson",1,"abund_lm_depth",283,11,0,0,0.0851063829787234,0,0.352941176470588,0.2
50,4,"poisson",1,"abund_lm",283,11,0.4,0.333333333333333,0.191489361702128,0.142857142857143,0.647058823529412,0.7
50,4,"poisson",1,"occ_depth",294,0,0,0.0606060606060606,0.0411522633744856,0.478260869565217,0.222222222222222,0.3
50,4,"poisson",1,"occ_full",294,0,0,0.151515151515152,0.0946502057613169,0.478260869565217,0.111111111111111,0.4
50,4,"poisson",1,"occ_lmd",294,0,0,0.151515151515152,0.0946502057613169,0.521739130434783,0.111111111111111,0.4
50,4,"poisson",1,"occ_lmd_lN",294,0,0,0,0.0740740740740741,0.391304347826087,0.0555555555555556,0.1
50,4,"poisson",1,"occ_ztnb",283,11,0,0.0645161290322581,0.0765957446808511,0.428571428571429,0.117647058823529,0.3
50,4,"poisson",1,"occ_ztnb_lN",283,11,0,0,0.0851063829787234,0.380952380952381,0,0.1
50,4,"poisson",1,"zip",290,4,0,0,0.05,0.391304347826087,0.117647058823529,0.2
50,4,"poisson",1,"zinb",288,6,0,0,0.0126050420168067,0.260869565217391,0.117647058823529,0.2
